experiment,id,date,data,extra,feedback
spinner_original,82,1/8/13,"1,100,100,20.713,0,6,7,12.885,2,11,5,15.826,3,100,100,23.294,6,0,0,14.26,5,100,100,16.999,7,100,100,9.686,4,0,0,6.458","0,1,32,5.44635,2,2,1,2,1,1,2,2,1,2",Very much so. IT was the deciding factor.
spinner_original,83,1/8/13,"1,70,100,42.153,0,83,0,32.254,3,83,52,16.839,2,78,22,14.155,6,58,20,25.442,5,64,85,12.117,4,88,63,18.408,7,51,64,22.249","0,1,56,7.31205,1,2,1,2,1,1,2,2,1,1","Tried to chose based on the percentage probabilities.  If a  it was 80% probable that yellow would win and a player chose blue, I made them more responsible for the loss."
goalie_skill,84,3/8/14,"0,penalty_miss_20,83,penalty_miss_80,11,12.941,1,penalty_save_80,88,penalty_save_20,82,7.017,3,penalty_save_40,80,penalty_save_60,83,6.797,2,penalty_miss_40,87,penalty_miss_60,20,13.293,6,penalty_miss_60,92,penalty_miss_80,57,15.656,4,penalty_miss_20,94,penalty_miss_40,30,6.793,7,penalty_save_80,87,penalty_save_60,58,6.886,5,penalty_save_40,87,penalty_save_20,77,18.029,penalty_miss_40,bad goalkeeper,45,skilled goalkeeper,25,average goalkeeper,30,penalty_save_60,bad goalkeeper,25,skilled goalkeeper,55,average goalkeeper,20,penalty_miss_20,bad goalkeeper,80,skilled goalkeeper,10,average goalkeeper,10,penalty_save_80,bad goalkeeper,10,skilled goalkeeper,50,average goalkeeper,40,penalty_miss_80,bad goalkeeper,10,skilled goalkeeper,40,average goalkeeper,50,penalty_miss_60,bad goalkeeper,30,skilled goalkeeper,30,average goalkeeper,40,penalty_save_20,bad goalkeeper,10,skilled goalkeeper,70,average goalkeeper,20,penalty_save_40,bad goalkeeper,20,skilled goalkeeper,40,average goalkeeper,40","5,2,30,7.1138,1,2,1,2,2,1,2,2,1,1","I JUST TRIED TO USE PROBABLITY."
goalie_skill,85,3/8/14,"1,penalty_save_80,19,penalty_save_20,100,12.144,0,penalty_miss_20,43,penalty_miss_80,74,16.22,2,penalty_miss_40,27,penalty_miss_60,63,8.844,3,penalty_save_40,79,penalty_save_60,46,9.066,6,penalty_miss_60,38,penalty_miss_80,73,9.871,7,penalty_save_80,51,penalty_save_60,54,10.844,4,penalty_miss_20,29,penalty_miss_40,40,12.253,5,penalty_save_40,69,penalty_save_20,86,7.66,penalty_miss_40,bad goalkeeper,0,average goalkeeper,30,skilled goalkeeper,70,penalty_miss_60,bad goalkeeper,10,average goalkeeper,60,skilled goalkeeper,30,penalty_save_20,bad goalkeeper,0,average goalkeeper,10,skilled goalkeeper,90,penalty_save_60,bad goalkeeper,0,average goalkeeper,60,skilled goalkeeper,40,penalty_miss_20,bad goalkeeper,0,average goalkeeper,30,skilled goalkeeper,70,penalty_save_40,bad goalkeeper,0,average goalkeeper,40,skilled goalkeeper,60,penalty_miss_80,bad goalkeeper,20,average goalkeeper,80,skilled goalkeeper,0,penalty_save_80,bad goalkeeper,0,average goalkeeper,70,skilled goalkeeper,30","1,2,26,5.479133333333333,1,2,2,2,1,2,2,2,1,1","if he just went with the norm or not"
goalie_skill,86,3/8/14,"1,penalty_save_80,49,penalty_save_20,77,15.208,0,penalty_miss_20,73,penalty_miss_80,18,13.087,3,penalty_save_40,90,penalty_save_60,52,10.379,2,penalty_miss_40,80,penalty_miss_60,30,8.956,4,penalty_miss_20,93,penalty_miss_40,43,11.433,6,penalty_miss_60,38,penalty_miss_80,29,10.184,5,penalty_save_40,85,penalty_save_20,100,9.797,7,penalty_save_80,26,penalty_save_60,50,9.321,penalty_miss_20,skilled goalkeeper,5,average goalkeeper,90,bad goalkeeper,5,penalty_miss_80,skilled goalkeeper,0,average goalkeeper,0,bad goalkeeper,100,penalty_save_20,skilled goalkeeper,70,average goalkeeper,20,bad goalkeeper,10,penalty_save_40,skilled goalkeeper,5,average goalkeeper,90,bad goalkeeper,5,penalty_save_80,skilled goalkeeper,10,average goalkeeper,50,bad goalkeeper,40,penalty_miss_60,skilled goalkeeper,10,average goalkeeper,30,bad goalkeeper,60,penalty_miss_40,skilled goalkeeper,30,average goalkeeper,30,bad goalkeeper,40,penalty_save_60,skilled goalkeeper,20,average goalkeeper,70,bad goalkeeper,10","2,2,26,8.9421,1,1,1,2,2,1,2,2,1,1","I looked at which goalkeepers toock chances, and then if they went with the smaller percentage sign and saved the goal, i figured they were more skilled. When they saved a ball on the side with the higher percentage i percieved them as average or unskilled. "
goalie_skill,87,3/8/14,"0,penalty_miss_20,100,penalty_miss_80,100,19.482,1,penalty_save_80,100,penalty_save_20,0,19.793,2,penalty_miss_40,62,penalty_miss_60,0,18.432,3,penalty_save_40,32,penalty_save_60,100,16.113,7,penalty_save_80,100,penalty_save_60,100,10.802,4,penalty_miss_20,0,penalty_miss_40,0,11.122,6,penalty_miss_60,23,penalty_miss_80,0,8.151,5,penalty_save_40,30,penalty_save_20,0,13.803,penalty_miss_60,average goalkeeper,15,bad goalkeeper,80,skilled goalkeeper,5,penalty_save_60,average goalkeeper,35,bad goalkeeper,5,skilled goalkeeper,60,penalty_miss_20,average goalkeeper,5,bad goalkeeper,90,skilled goalkeeper,5,penalty_save_40,average goalkeeper,45,bad goalkeeper,50,skilled goalkeeper,5,penalty_miss_80,average goalkeeper,70,bad goalkeeper,10,skilled goalkeeper,20,penalty_save_80,average goalkeeper,45,bad goalkeeper,0,skilled goalkeeper,55,penalty_save_20,average goalkeeper,20,bad goalkeeper,10,skilled goalkeeper,70,penalty_miss_40,average goalkeeper,30,bad goalkeeper,65,skilled goalkeeper,5","0,2,45,9.585233333333333,1,2,1,2,1,1,2,2,2,1","I go strictly by the chance to strike.  If someone made an incredible save (80% and they dove or 20%) they were either a skilled blocker or a bad that got lucky."
goalie_skill,88,3/8/14,"1,penalty_save_80,30,penalty_save_20,41,30.84,0,penalty_miss_20,84,penalty_miss_80,14,23.353,2,penalty_miss_40,57,penalty_miss_60,43,28.846,3,penalty_save_40,70,penalty_save_60,39,12.304,4,penalty_miss_20,89,penalty_miss_40,67,19.63,6,penalty_miss_60,6,penalty_miss_80,2,23.115,5,penalty_save_40,91,penalty_save_20,77,25.108,7,penalty_save_80,64,penalty_save_60,55,18.958,penalty_save_80,skilled goalkeeper,75,bad goalkeeper,10,average goalkeeper,15,penalty_miss_40,skilled goalkeeper,30,bad goalkeeper,50,average goalkeeper,20,penalty_save_40,skilled goalkeeper,50,bad goalkeeper,10,average goalkeeper,40,penalty_miss_80,skilled goalkeeper,20,bad goalkeeper,65,average goalkeeper,15,penalty_save_60,skilled goalkeeper,70,bad goalkeeper,10,average goalkeeper,20,penalty_miss_20,skilled goalkeeper,10,bad goalkeeper,50,average goalkeeper,40,penalty_save_20,skilled goalkeeper,40,bad goalkeeper,30,average goalkeeper,30,penalty_miss_60,skilled goalkeeper,20,bad goalkeeper,50,average goalkeeper,30","7,2,29,9.772233333333334,1,2,2,2,1,1,2,2,1,1","Since they knew the tendency of the shooter, they are better off playing the odds in my opinion."
goalie_skill,89,3/8/14,"0,penalty_miss_20,100,penalty_miss_80,100,23.807,1,penalty_save_80,50,penalty_save_20,79,21.754,3,penalty_save_40,72,penalty_save_60,56,20.673,2,penalty_miss_40,67,penalty_miss_60,33,16.311,5,penalty_save_40,81,penalty_save_20,89,14.941,7,penalty_save_80,59,penalty_save_60,57,12.763,6,penalty_miss_60,29,penalty_miss_80,20,17.124,4,penalty_miss_20,21,penalty_miss_40,25,17.162,penalty_miss_20,bad goalkeeper,70,skilled goalkeeper,10,average goalkeeper,20,penalty_save_60,bad goalkeeper,20,skilled goalkeeper,20,average goalkeeper,60,penalty_miss_40,bad goalkeeper,40,skilled goalkeeper,30,average goalkeeper,30,penalty_save_40,bad goalkeeper,15,skilled goalkeeper,65,average goalkeeper,20,penalty_miss_80,bad goalkeeper,10,skilled goalkeeper,20,average goalkeeper,70,penalty_save_80,bad goalkeeper,10,skilled goalkeeper,30,average goalkeeper,60,penalty_miss_60,bad goalkeeper,10,skilled goalkeeper,25,average goalkeeper,65,penalty_save_20,bad goalkeeper,10,skilled goalkeeper,70,average goalkeeper,20","3,2,49,12.282266666666667,1,2,1,2,1,1,2,2,1,1","Quite a lot. If a striker strongly shoots right, and the goalkeeper quesses correctly to defend on the left anyway, that is a strong sing of being a good goalkeeper. Might be bad but lucky that time, but that's much less likely."
goalie_skill,90,3/8/14,"0,penalty_miss_20,15,penalty_miss_80,20,23.133,1,penalty_save_80,91,penalty_save_20,86,11.444,3,penalty_save_40,95,penalty_save_60,91,7.115,2,penalty_miss_40,30,penalty_miss_60,14,7.171,4,penalty_miss_20,7,penalty_miss_40,7,7.317,6,penalty_miss_60,9,penalty_miss_80,9,12.055,7,penalty_save_80,88,penalty_save_60,80,7.046,5,penalty_save_40,89,penalty_save_20,89,10.698,penalty_miss_80,average goalkeeper,40,bad goalkeeper,30,skilled goalkeeper,30,penalty_save_40,average goalkeeper,0,bad goalkeeper,0,skilled goalkeeper,100,penalty_save_60,average goalkeeper,100,bad goalkeeper,0,skilled goalkeeper,0,penalty_miss_60,average goalkeeper,0,bad goalkeeper,100,skilled goalkeeper,0,penalty_save_80,average goalkeeper,0,bad goalkeeper,0,skilled goalkeeper,100,penalty_save_20,average goalkeeper,0,bad goalkeeper,0,skilled goalkeeper,100,penalty_miss_20,average goalkeeper,60,bad goalkeeper,40,skilled goalkeeper,0,penalty_miss_40,average goalkeeper,70,bad goalkeeper,30,skilled goalkeeper,0","1,2,22,9.685633333333334,1,2,1,2,1,1,2,2,1,1","I felt like it was equally the goalkeeper and the striker's blame and credit"
goalie_skill,91,3/8/14,"0,penalty_miss_20,3,penalty_miss_80,84,25.469,1,penalty_save_80,86,penalty_save_20,37,24.594,3,penalty_save_40,51,penalty_save_60,52,16.266,2,penalty_miss_40,44,penalty_miss_60,50,20.593,4,penalty_miss_20,81,penalty_miss_40,48,17.828,5,penalty_save_40,49,penalty_save_20,6,16.343,6,penalty_miss_60,48,penalty_miss_80,84,21.281,7,penalty_save_80,81,penalty_save_60,51,15.563,penalty_miss_40,average goalkeeper,60,bad goalkeeper,20,skilled goalkeeper,20,penalty_miss_80,average goalkeeper,25,bad goalkeeper,45,skilled goalkeeper,30,penalty_save_20,average goalkeeper,20,bad goalkeeper,60,skilled goalkeeper,20,penalty_save_40,average goalkeeper,65,bad goalkeeper,25,skilled goalkeeper,10,penalty_save_80,average goalkeeper,75,bad goalkeeper,20,skilled goalkeeper,5,penalty_save_60,average goalkeeper,70,bad goalkeeper,15,skilled goalkeeper,15,penalty_miss_60,average goalkeeper,60,bad goalkeeper,20,skilled goalkeeper,20,penalty_miss_20,average goalkeeper,10,bad goalkeeper,70,skilled goalkeeper,20","0,1,39,13.1172,1,2,1,2,1,1,2,1,1,1","The majority of the time I based my answers on the shot percentage and if they made the decision to move in the \right\"" direction. Luck sometimes happens"
goalie_skill,92,3/8/14,"0,penalty_miss_20,100,penalty_miss_80,0,30.16,1,penalty_save_80,100,penalty_save_20,24,19.921,2,penalty_miss_40,64,penalty_miss_60,30,12.326,3,penalty_save_40,30,penalty_save_60,74,11.588,7,penalty_save_80,86,penalty_save_60,60,7.766,4,penalty_miss_20,100,penalty_miss_40,67,9.51,6,penalty_miss_60,19,penalty_miss_80,0,7.11,5,penalty_save_40,39,penalty_save_20,23,8.122,penalty_save_60,average goalkeeper,25,skilled goalkeeper,50,bad goalkeeper,25,penalty_save_80,average goalkeeper,25,skilled goalkeeper,50,bad goalkeeper,25,penalty_miss_60,average goalkeeper,40,skilled goalkeeper,20,bad goalkeeper,40,penalty_miss_40,average goalkeeper,40,skilled goalkeeper,20,bad goalkeeper,40,penalty_save_20,average goalkeeper,40,skilled goalkeeper,20,bad goalkeeper,40,penalty_save_40,average goalkeeper,40,skilled goalkeeper,20,bad goalkeeper,40,penalty_miss_80,average goalkeeper,25,skilled goalkeeper,50,bad goalkeeper,25,penalty_miss_20,average goalkeeper,50,skilled goalkeeper,0,bad goalkeeper,50","1,2,32,7.748366666666667,1,2,1,2,1,1,2,2,1,1","I used my best judgement based on the ground rules provided."
goalie_skill,93,3/8/14,"0,penalty_miss_20,87,penalty_miss_80,13,40.623,1,penalty_save_80,85,penalty_save_20,100,22.674,3,penalty_save_40,100,penalty_save_60,82,17.335,2,penalty_miss_40,82,penalty_miss_60,18,25.75,4,penalty_miss_20,100,penalty_miss_40,86,22.836,6,penalty_miss_60,16,penalty_miss_80,15,20.223,5,penalty_save_40,100,penalty_save_20,100,11.022,7,penalty_save_80,84,penalty_save_60,84,14.33,penalty_miss_40,skilled goalkeeper,0,bad goalkeeper,80,average goalkeeper,20,penalty_save_80,skilled goalkeeper,20,bad goalkeeper,0,average goalkeeper,80,penalty_save_60,skilled goalkeeper,30,bad goalkeeper,0,average goalkeeper,70,penalty_miss_20,skilled goalkeeper,0,bad goalkeeper,80,average goalkeeper,20,penalty_save_20,skilled goalkeeper,80,bad goalkeeper,0,average goalkeeper,20,penalty_miss_80,skilled goalkeeper,0,bad goalkeeper,20,average goalkeeper,80,penalty_save_40,skilled goalkeeper,70,bad goalkeeper,0,average goalkeeper,30,penalty_miss_60,skilled goalkeeper,0,bad goalkeeper,30,average goalkeeper,70","0,2,45,14.073333333333334,1,2,1,2,1,1,2,2,1,1","In every case the goalkeeper was responsible, but I mainly based my decisons on playing the odds. If the goalkeeper went against the odds and blocked the goal, then I attributed that to greater skill. If they went against the odds and failed to block the goal, then I attributed that to unskilled."
goalie_skill,94,3/8/14,"0,penalty_miss_20,68,penalty_miss_80,16,33.747,1,penalty_save_80,100,penalty_save_20,100,13.438,3,penalty_save_40,52,penalty_save_60,53,22.305,2,penalty_miss_40,42,penalty_miss_60,31,23.137,4,penalty_miss_20,85,penalty_miss_40,45,13.104,7,penalty_save_80,37,penalty_save_60,81,14.721,5,penalty_save_40,81,penalty_save_20,100,13.2,6,penalty_miss_60,36,penalty_miss_80,24,15.063,penalty_miss_40,bad goalkeeper,10,average goalkeeper,60,skilled goalkeeper,30,penalty_save_40,bad goalkeeper,10,average goalkeeper,50,skilled goalkeeper,40,penalty_save_80,bad goalkeeper,60,average goalkeeper,20,skilled goalkeeper,20,penalty_miss_80,bad goalkeeper,60,average goalkeeper,20,skilled goalkeeper,20,penalty_miss_20,bad goalkeeper,80,average goalkeeper,10,skilled goalkeeper,10,penalty_save_60,bad goalkeeper,20,average goalkeeper,40,skilled goalkeeper,40,penalty_miss_60,bad goalkeeper,30,average goalkeeper,40,skilled goalkeeper,30,penalty_save_20,bad goalkeeper,10,average goalkeeper,30,skilled goalkeeper,60","3,1,36,11.2537,2,1,1,2,1,1,2,1,1,2","If the percentage for stiking was high but the goalkeeper stopped the ball on the low percentage side, it may indicate that the goalkeeper was able to anticipate the strikers move even up to the last second.If the odds were about 60/40 which seemed to be average, it may be only luck that the goalkeeper stopped the ball, thus I do not really know how good the goalkeeper is since the odds were almost equal.And, if the goaile stopped the ball from the 80% side, that may just be odds, and not have much to do with skill."
goalie_skill,95,3/8/14,"0,penalty_miss_20,100,penalty_miss_80,0,46.485,1,penalty_save_80,88,penalty_save_20,100,12.72,3,penalty_save_40,83,penalty_save_60,84,8.415,2,penalty_miss_40,71,penalty_miss_60,66,14.219,4,penalty_miss_20,99,penalty_miss_40,72,13.956,7,penalty_save_80,73,penalty_save_60,86,17.157,6,penalty_miss_60,62,penalty_miss_80,0,18.864,5,penalty_save_40,78,penalty_save_20,99,28.512,penalty_miss_60,skilled goalkeeper,60,bad goalkeeper,0,average goalkeeper,40,penalty_save_80,skilled goalkeeper,60,bad goalkeeper,0,average goalkeeper,40,penalty_save_60,skilled goalkeeper,60,bad goalkeeper,0,average goalkeeper,40,penalty_miss_80,skilled goalkeeper,60,bad goalkeeper,0,average goalkeeper,40,penalty_save_40,skilled goalkeeper,60,bad goalkeeper,0,average goalkeeper,40,penalty_miss_20,skilled goalkeeper,20,bad goalkeeper,60,average goalkeeper,20,penalty_save_20,skilled goalkeeper,60,bad goalkeeper,0,average goalkeeper,40,penalty_miss_40,skilled goalkeeper,60,bad goalkeeper,0,average goalkeeper,40","0,2,27,9.85575,1,2,1,2,1,1,2,2,1,1",It is impossible to accurately measure skill or assign blame/credit in this scenario. It is 100% luck like flipping a coin. It was just a tossup to me and I only really assigned blame when the goalkeeper went against a 80% probability.
goalie_skill,96,3/8/14,"1,penalty_save_80,100,penalty_save_20,43,18.883,0,penalty_miss_20,0,penalty_miss_80,100,21.394,2,penalty_miss_40,100,penalty_miss_60,17,28.895,3,penalty_save_40,0,penalty_save_60,100,34.976,5,penalty_save_40,100,penalty_save_20,0,25.846,7,penalty_save_80,100,penalty_save_60,8,11.954,4,penalty_miss_20,0,penalty_miss_40,100,12.313,6,penalty_miss_60,100,penalty_miss_80,0,11.293,penalty_save_60,skilled goalkeeper,60,average goalkeeper,20,bad goalkeeper,20,penalty_save_20,skilled goalkeeper,10,average goalkeeper,10,bad goalkeeper,80,penalty_save_80,skilled goalkeeper,100,average goalkeeper,0,bad goalkeeper,0,penalty_miss_60,skilled goalkeeper,20,average goalkeeper,60,bad goalkeeper,20,penalty_miss_40,skilled goalkeeper,10,average goalkeeper,10,bad goalkeeper,80,penalty_miss_20,skilled goalkeeper,90,average goalkeeper,10,bad goalkeeper,0,penalty_miss_80,skilled goalkeeper,10,average goalkeeper,10,bad goalkeeper,80,penalty_save_40,skilled goalkeeper,50,average goalkeeper,50,bad goalkeeper,0","4,1,57,11.302883333333334,2,2,2,1,2,1,2,2,2,1","When the score was so uneven and I feel the goalkeeper could of did better on some of the scoring aspects of the game. "
goalie_skill,97,3/8/14,"1,penalty_save_80,60,penalty_save_20,76,37.889,0,penalty_miss_20,89,penalty_miss_80,22,25.984,3,penalty_save_40,79,penalty_save_60,58,19.881,2,penalty_miss_40,82,penalty_miss_60,57,29.26,4,penalty_miss_20,86,penalty_miss_40,37,18.348,7,penalty_save_80,65,penalty_save_60,86,10.771,5,penalty_save_40,60,penalty_save_20,88,14.418,6,penalty_miss_60,54,penalty_miss_80,20,12.38,penalty_save_40,skilled goalkeeper,50,bad goalkeeper,25,average goalkeeper,25,penalty_save_20,skilled goalkeeper,70,bad goalkeeper,10,average goalkeeper,20,penalty_miss_80,skilled goalkeeper,20,bad goalkeeper,20,average goalkeeper,60,penalty_save_80,skilled goalkeeper,20,bad goalkeeper,10,average goalkeeper,70,penalty_miss_40,skilled goalkeeper,10,bad goalkeeper,25,average goalkeeper,65,penalty_miss_20,skilled goalkeeper,10,bad goalkeeper,60,average goalkeeper,30,penalty_save_60,skilled goalkeeper,20,bad goalkeeper,10,average goalkeeper,70,penalty_miss_60,skilled goalkeeper,10,bad goalkeeper,30,average goalkeeper,60","1,2,43,12.299933333333334,1,1,1,2,1,1,2,2,1,1",When goalkeeper went against tendency and made a save it seemed very skillfull. If striker had overwhelming tendency and goalkeeper went with that it seemed average.
goalie_skill,98,3/8/14,"1,penalty_save_80,85,penalty_save_20,83,10.942,0,penalty_miss_20,79,penalty_miss_80,83,20.151,2,penalty_miss_40,53,penalty_miss_60,48,5.641,3,penalty_save_40,65,penalty_save_60,65,5.982,6,penalty_miss_60,78,penalty_miss_80,70,10.547,4,penalty_miss_20,59,penalty_miss_40,45,30.058,7,penalty_save_80,68,penalty_save_60,71,28.079,5,penalty_save_40,86,penalty_save_20,67,11.351,penalty_miss_40,average goalkeeper,40,skilled goalkeeper,20,bad goalkeeper,40,penalty_miss_80,average goalkeeper,30,skilled goalkeeper,30,bad goalkeeper,40,penalty_save_60,average goalkeeper,20,skilled goalkeeper,40,bad goalkeeper,40,penalty_miss_20,average goalkeeper,30,skilled goalkeeper,30,bad goalkeeper,40,penalty_miss_60,average goalkeeper,10,skilled goalkeeper,50,bad goalkeeper,40,penalty_save_20,average goalkeeper,20,skilled goalkeeper,80,bad goalkeeper,0,penalty_save_40,average goalkeeper,20,skilled goalkeeper,30,bad goalkeeper,50,penalty_save_80,average goalkeeper,40,skilled goalkeeper,40,bad goalkeeper,20","2,2,25,9.769933333333332,1,2,1,2,1,1,2,1,1,1","I think every decision I made depended soley on the percentages."
goalie_skill,99,3/8/14,"1,penalty_save_80,58,penalty_save_20,98,24.974,0,penalty_miss_20,53,penalty_miss_80,54,30.29,3,penalty_save_40,89,penalty_save_60,71,13.739,2,penalty_miss_40,90,penalty_miss_60,78,22.77,6,penalty_miss_60,78,penalty_miss_80,65,17.585,4,penalty_miss_20,93,penalty_miss_40,76,10.145,5,penalty_save_40,93,penalty_save_20,98,19.615,7,penalty_save_80,78,penalty_save_60,90,12.864,penalty_save_20,average goalkeeper,10,skilled goalkeeper,90,bad goalkeeper,0,penalty_miss_20,average goalkeeper,50,skilled goalkeeper,10,bad goalkeeper,40,penalty_save_80,average goalkeeper,60,skilled goalkeeper,40,bad goalkeeper,0,penalty_save_60,average goalkeeper,50,skilled goalkeeper,40,bad goalkeeper,10,penalty_save_40,average goalkeeper,30,skilled goalkeeper,70,bad goalkeeper,0,penalty_miss_60,average goalkeeper,60,skilled goalkeeper,0,bad goalkeeper,40,penalty_miss_80,average goalkeeper,40,skilled goalkeeper,40,bad goalkeeper,20,penalty_miss_40,average goalkeeper,40,skilled goalkeeper,10,bad goalkeeper,50","1,1,40,13.915866666666666,1,2,1,2,1,1,2,2,1,1","If the tendency was higher to kick a goal to the left and the goalkeeper stopped it, then I gave them a lower score.  If the tendency was lower to the left and goalkeeper stoped it, I gave them a higher score, because it took more skill to stop the ball.On the first question that asked about what kind of goalkeeper I thought they were, I accidentally clicked on ok before I finished.  I meant to mark it 10% average and 90% skilled."
goalie_skill,100,3/8/14,"0,penalty_miss_20,87,penalty_miss_80,31,22.384,1,penalty_save_80,31,penalty_save_20,100,8.572,2,penalty_miss_40,56,penalty_miss_60,36,13.384,3,penalty_save_40,100,penalty_save_60,53,8.095,7,penalty_save_80,12,penalty_save_60,49,9.787,6,penalty_miss_60,47,penalty_miss_80,8,10.336,5,penalty_save_40,77,penalty_save_20,100,8.273,4,penalty_miss_20,100,penalty_miss_40,60,6.972,penalty_miss_60,average goalkeeper,50,skilled goalkeeper,40,bad goalkeeper,10,penalty_save_60,average goalkeeper,50,skilled goalkeeper,50,bad goalkeeper,0,penalty_save_40,average goalkeeper,40,skilled goalkeeper,50,bad goalkeeper,10,penalty_miss_80,average goalkeeper,50,skilled goalkeeper,25,bad goalkeeper,25,penalty_save_20,average goalkeeper,25,skilled goalkeeper,75,bad goalkeeper,0,penalty_miss_20,average goalkeeper,50,skilled goalkeeper,0,bad goalkeeper,50,penalty_miss_40,average goalkeeper,60,skilled goalkeeper,15,bad goalkeeper,25,penalty_save_80,average goalkeeper,75,skilled goalkeeper,25,bad goalkeeper,0","3,2,46,8.689883333333333,1,1,1,2,1,1,2,2,1,2","I looked at the probability of the score. If the goalkeeper went against an 80% probability and failed they were more bad than good. At 60% probability everyone has to guess, so they were more average than skilled. If they guess correctly against form they were more skilled."
goalie_skill,101,3/8/14,"0,penalty_miss_20,100,penalty_miss_80,6,22.504,1,penalty_save_80,69,penalty_save_20,98,15.731,2,penalty_miss_40,87,penalty_miss_60,16,19.594,3,penalty_save_40,97,penalty_save_60,55,13.767,7,penalty_save_80,71,penalty_save_60,99,18.945,6,penalty_miss_60,22,penalty_miss_80,7,18.94,4,penalty_miss_20,95,penalty_miss_40,76,12.651,5,penalty_save_40,88,penalty_save_20,98,16.09,penalty_save_60,bad goalkeeper,0,skilled goalkeeper,70,average goalkeeper,30,penalty_miss_60,bad goalkeeper,25,skilled goalkeeper,10,average goalkeeper,65,penalty_miss_80,bad goalkeeper,5,skilled goalkeeper,65,average goalkeeper,30,penalty_miss_20,bad goalkeeper,80,skilled goalkeeper,0,average goalkeeper,20,penalty_save_20,bad goalkeeper,0,skilled goalkeeper,70,average goalkeeper,30,penalty_miss_40,bad goalkeeper,70,skilled goalkeeper,0,average goalkeeper,30,penalty_save_40,bad goalkeeper,0,skilled goalkeeper,80,average goalkeeper,20,penalty_save_80,bad goalkeeper,10,skilled goalkeeper,40,average goalkeeper,50","3,2,51,11.888516666666666,1,2,1,2,1,1,2,2,1,1","i just used my gut intuition and math odds. If the goal keeper went with the odds, he was good. If he did not play the odds he was bad."
goalie_skill,102,3/8/14,"0,penalty_miss_20,82,penalty_miss_80,53,48.125,1,penalty_save_80,49,penalty_save_20,93,27.328,2,penalty_miss_40,46,penalty_miss_60,78,32.453,3,penalty_save_40,87,penalty_save_60,57,20.875,5,penalty_save_40,94,penalty_save_20,95,14.312,4,penalty_miss_20,63,penalty_miss_40,75,22.407,7,penalty_save_80,54,penalty_save_60,52,16.281,6,penalty_miss_60,44,penalty_miss_80,79,20.922,penalty_miss_20,bad goalkeeper,60,average goalkeeper,30,skilled goalkeeper,10,penalty_save_60,bad goalkeeper,10,average goalkeeper,70,skilled goalkeeper,20,penalty_miss_80,bad goalkeeper,70,average goalkeeper,10,skilled goalkeeper,20,penalty_save_20,bad goalkeeper,10,average goalkeeper,20,skilled goalkeeper,70,penalty_miss_40,bad goalkeeper,20,average goalkeeper,70,skilled goalkeeper,10,penalty_save_80,bad goalkeeper,10,average goalkeeper,30,skilled goalkeeper,60,penalty_miss_60,bad goalkeeper,50,average goalkeeper,40,skilled goalkeeper,10,penalty_save_40,bad goalkeeper,10,average goalkeeper,20,skilled goalkeeper,70","6,2,54,20.6211,1,1,1,2,1,1,1,2,2,1","quite a bit"
goalie_skill,103,3/8/14,"0,penalty_miss_20,100,penalty_miss_80,28,31.987,1,penalty_save_80,77,penalty_save_20,100,45.066,2,penalty_miss_40,63,penalty_miss_60,45,45.838,3,penalty_save_40,100,penalty_save_60,77,24.257,4,penalty_miss_20,100,penalty_miss_40,63,30.576,7,penalty_save_80,75,penalty_save_60,89,43.052,6,penalty_miss_60,38,penalty_miss_80,20,42.799,5,penalty_save_40,85,penalty_save_20,100,30.029,penalty_save_80,skilled goalkeeper,50,bad goalkeeper,0,average goalkeeper,50,penalty_save_20,skilled goalkeeper,75,bad goalkeeper,0,average goalkeeper,25,penalty_save_40,skilled goalkeeper,75,bad goalkeeper,0,average goalkeeper,25,penalty_miss_60,skilled goalkeeper,0,bad goalkeeper,50,average goalkeeper,50,penalty_miss_20,skilled goalkeeper,0,bad goalkeeper,100,average goalkeeper,0,penalty_save_60,skilled goalkeeper,50,bad goalkeeper,0,average goalkeeper,50,penalty_miss_40,skilled goalkeeper,0,bad goalkeeper,100,average goalkeeper,0,penalty_miss_80,skilled goalkeeper,0,bad goalkeeper,0,average goalkeeper,100","0,2,34,15.160233333333334,1,2,1,2,1,1,2,2,1,1","I based my decisions on the percentages of the striker's tendencies and whether the goal was saved or not."
